代码,名称,最新价,涨跌幅,换手率,成交额,涨速,市盈率,总市值,流通市值,今年,60日,成交量,最高,最低,今开,昨收
688787,海天瑞声,236.0,0.96,11.37,734454559.0,3.06,342.04,10100800000.0,6759310692.0,295.38,272.18,32565.0,236.0,218.77,230.0,233.75
300672,国科微,99.43,10.23,6.61,1090849529.87,3.0,137.2,21601178636.0,17329545625.0,16.91,13.52,115237.0,99.49,88.61,89.0,90.2
002351,漫步者,16.09,2.88,9.1,679979042.21,3.27,58.02,14305731630.0,7914789583.0,81.19,76.81,447729.0,16.1,14.8,15.0,15.64
688051,佳华科技,43.6,2.23,2.38,77376997.0,3.0,-11.96,3371762400.0,3371762400.0,40.78,17.33,18405.0,43.6,41.05,42.75,42.65
301025,读客文化,13.14,1.62,7.65,93273800.9,3.14,80.61,5260065516.0,1259189223.0,29.71,25.26,73337.0,13.14,12.5,12.83,12.93
603117,ST万林,4.2,0.96,2.42,65916745.0,3.19,-46.83,2659206908.0,2659206908.0,51.08,46.34,153379.0,4.37,4.04,4.14,4.16
688661,和林微纳,88.99,5.94,7.8,231530386.0,3.05,201.87,7997927572.0,3179901829.0,47.58,43.79,27890.0,88.99,80.66,84.2,84.0
002888,惠威科技,18.04,4.58,13.68,175506822.8,3.09,1031.74,2698994707.0,1356462345.0,44.9,42.95,102875.0,18.04,16.57,17.15,17.25
301060,兰卫医学,25.64,2.72,10.13,456954857.34,3.1,12.74,10269255880.0,4713752263.0,30.75,27.75,186230.0,25.64,24.08,24.7,24.96
300280,紫天科技,24.78,8.59,4.75,177542043.0,3.29,32.62,4015989136.0,3976549908.0,51.47,48.29,76159.0,24.78,22.48,23.0,22.82
002045,国光电器,18.96,6.88,7.56,634068342.9,3.04,39.24,8880558990.0,8868272910.0,53.03,49.76,353472.0,18.99,17.31,17.8,17.74
002553,南方精工,12.46,1.71,2.27,64323119.02,3.4,89.43,4336080000.0,2919305333.0,10.27,7.51,53113.0,12.49,12.02,12.27,12.25
000021,深科技,19.0,3.32,15.73,4692280709.84,3.04,38.65,29651164172.0,29639969638.0,77.74,72.88,2453208.0,19.79,18.34,19.29,18.39
