,symbol,name,abbreviation,ts_code,area,industry,list_date
1815,BK0837,互联医疗,hlyl,,,,
1816,301207,华兰疫苗,hlym,301207.SZ,河南,生物制药,20220218
1817,601100,恒立液压,hlyy,601100.SH,江苏,工程机械,20111028
1818,002255,海陆重工,hlzg,002255.SZ,江苏,专用机械,20080625
1819,300219,鸿利智汇,hlzh,300219.SZ,广东,元器件,20110518
1820,836942,恒立钻具,hlzj,836942.BJ,,,20221208
1821,600398,海澜之家,hlzj,600398.SH,江苏,服饰,20001228
1822,002945,华林证券,hlzq,002945.SZ,西藏,证券,20190117
1823,sh.000015,红利指数,hlzs,,,,
1824,BK1124,毫米波概念,hmbgn,,,,
1825,BK0724,海绵城市,hmcs,,,,
1826,002947,恒铭达,hmd,002947.SZ,江苏,元器件,20190201
1827,600510,黑牡丹,hmd,600510.SH,江苏,全国地产,20020618
1828,000850,华茂股份,hmgf,000850.SZ,安徽,纺织,19981007
1829,002068,黑猫股份,hmgf,002068.SZ,江西,化工原料,20060915
1830,301105,鸿铭股份,hmgf,301105.SZ,广东,专用机械,20221230
1831,600987,航民股份,hmgf,600987.SH,浙江,纺织,20040809
1832,300345,华民股份,hmgf,300345.SZ,湖南,机械基件,20120801
1833,688032,禾迈股份,hmgf,688032.SH,浙江,电气设备,20211220
1834,BK0715,航母概念,hmgn,,,,
1835,BK0953,鸿蒙概念,hmgn,,,,
1836,002356,赫美集团,hmjt,002356.SZ,深圳,其他商业,20100209
1837,000607,华媒控股,hmkg,000607.SZ,浙江,广告包装,19960830
1838,603181,皇马科技,hmkj,603181.SH,浙江,化工原料,20170824
1839,831856,浩淼科技,hmkj,831856.BJ,,,20201225
1840,002595,豪迈科技,hmkj,002595.SZ,山东,专用机械,20110628
1841,603042,华脉科技,hmkj,603042.SH,江苏,通信设备,20170602
1842,600375,汉马科技,hmkj,600375.SH,安徽,汽车整车,20030401
1843,300084,海默科技,hmkj,300084.SZ,甘肃,专用机械,20100520
1844,603306,华懋科技,hmkj,603306.SH,福建,汽车配件,20140926
1845,000572,海马汽车,hmqc,000572.SZ,海南,汽车整车,19940808
1846,603128,华贸物流,hmwl,603128.SH,上海,仓储物流,20120529
1847,688559,海目星,hmx,688559.SH,深圳,专用机械,20200909
1848,836247,华密新材,hmxc,836247.BJ,,,20221223
1849,002988,豪美新材,hmxc,002988.SZ,广东,铝,20200518
1850,002270,华明装备,hmzb,002270.SZ,山东,电气设备,20080905
1851,300462,华铭智能,hmzn,300462.SZ,上海,IT设备,20150527
1852,BK0176,海南板块,hnbk,,,,
1853,BK0156,河南板块,hnbk,,,,
1854,BK0158,湖南板块,hnbk,,,,
1855,002583,海能达,hnd,002583.SZ,深圳,通信设备,20110527
1856,000722,湖南发展,hnfz,000722.SZ,湖南,其他建材,19970522
1857,002163,海南发展,hnfz,002163.SZ,深圳,装修装饰,20070823
1858,300669,沪宁股份,hngf,300669.SZ,浙江,机械基件,20170629
1859,603809,豪能股份,hngf,603809.SH,四川,汽车配件,20171128
1860,600011,华能国际,hngj,600011.SH,北京,火力发电,20011206
1861,000886,海南高速,hngs,000886.SZ,海南,区域地产,19980123
1862,BK0577,核能核电,hnhd,,,,
1863,002155,湖南黄金,hnhj,002155.SZ,湖南,黄金,20070816
1864,600731,湖南海利,hnhl,600731.SH,湖南,农药化肥,19960802
1865,000566,海南海药,hnhy,000566.SZ,海南,化学制药,19940525
1866,600515,海南机场,hnjc,600515.SH,海南,机场,20020806
1867,430476,海能技术,hnjs,430476.BJ,,,20221014
1868,300609,汇纳科技,hnkj,300609.SZ,上海,互联网,20170215
1869,601969,海南矿业,hnky,601969.SH,海南,普钢,20141209
1870,002344,海宁皮城,hnpc,002344.SZ,浙江,商品城,20100126
1871,002596,海南瑞泽,hnrz,002596.SZ,海南,其他建材,20110707
1872,600025,华能水电,hnsd,600025.SH,云南,水力发电,20171215
1873,601825,沪农商行,hnsh,601825.SH,上海,银行,20210819
1874,300787,海能实业,hnsy,300787.SZ,江西,通信设备,20190815
1875,600698,湖南天雁,hnty,600698.SH,湖南,汽车配件,19931206
1876,000548,湖南投资,hntz,000548.SZ,湖南,路桥,19931220
1877,601118,海南橡胶,hnxj,601118.SH,海南,橡胶,20110107
1878,688799,华纳药厂,hnyc,688799.SH,湖南,化学制药,20210713
1879,600238,海南椰岛,hnyd,600238.SH,海南,红黄酒,20000120
1880,301358,湖南裕能,hnyn,301358.SZ,湖南,电气设备,20230209
1881,688656,浩欧博,hob,688656.SH,江苏,医疗保健,20210113
1882,603269,海鸥股份,hogf,603269.SH,江苏,机械基件,20170517
1883,002084,海鸥住工,hozg,002084.SZ,广东,家居用品,20061124
1884,603121,华培动力,hpdl,603121.SH,上海,汽车配件,20190111
1885,300350,华鹏飞,hpf,300350.SZ,深圳,仓储物流,20120821
1886,301024,霍普股份,hpgf,301024.SZ,上海,建筑工程,20210728
1887,300471,厚普股份,hpgf,300471.SZ,四川,专用机械,20150611
1888,300074,华平股份,hpgf,300074.SZ,上海,软件服务,20100427
1889,001283,豪鹏科技,hpkj,001283.SZ,深圳,电气设备,20220905
1890,002399,海普瑞,hpr,002399.SZ,深圳,化学制药,20100506
1891,000069,华侨城A,hqca,000069.SZ,深圳,旅游景点,19970910
1892,002809,红墙股份,hqgf,002809.SZ,广东,化工原料,20160823
1893,BK0672,沪企改革,hqgg,,,,
1894,BK0949,氦气概念,hqgn,,,,
1895,300929,华骐环保,hqhb,300929.SZ,安徽,环境保护,20210120
1896,603069,海汽集团,hqjt,603069.SH,海南,公路,20160712
1897,688281,华秦科技,hqkj,688281.SH,陕西,化工原料,20220307
1898,688151,华强科技,hqkj,688151.SH,湖北,专用机械,20211206
1899,002697,红旗连锁,hqls,002697.SZ,四川,超市连锁,20120905
1900,600573,惠泉啤酒,hqpj,600573.SH,福建,啤酒,20030226
1901,603116,红蜻蜓,hqt,603116.SH,浙江,服饰,20150629
1902,688288,鸿泉物联,hqwl,688288.SH,浙江,IT设备,20191106
1903,002799,环球印务,hqyw,002799.SZ,陕西,广告包装,20160608
1904,sh.000061,沪企债30,hqz30,,,,
1905,301090,华润材料,hrcl,301090.SZ,江苏,化工原料,20211026
1906,301285,鸿日达,hrd,301285.SZ,江苏,元器件,20220928
1907,603855,华荣股份,hrgf,603855.SH,上海,专用机械,20170524
1908,300626,华瑞股份,hrgf,300626.SZ,浙江,电气设备,20170320
1909,603985,恒润股份,hrgf,603985.SH,江苏,机械基件,20170505
1910,300618,寒锐钴业,hrgy,300618.SZ,江苏,小金属,20170306
1911,301256,华融化学,hrhx,301256.SZ,四川,化工原料,20220322
1912,301408,华人健康,hrjk,301408.SZ,安徽,医药商业,20230301
1913,688059,华锐精密,hrjm,688059.SH,湖南,机械基件,20210208
1914,002062,宏润建设,hrjs,002062.SZ,浙江,建筑工程,20060816
1915,600421,华嵘控股,hrkg,600421.SH,湖北,专用机械,20040607
1916,301302,华如科技,hrkj,301302.SZ,北京,软件服务,20220623
1917,300550,和仁科技,hrkj,300550.SZ,浙江,软件服务,20161018
1918,688088,虹软科技,hrkj,688088.SH,浙江,软件服务,20190722
1919,002453,华软科技,hrkj,002453.SZ,江苏,软件服务,20100720
1920,300915,海融科技,hrkj,300915.SZ,上海,乳制品,20201202
1921,603187,海容冷链,hrll,603187.SH,山东,机械基件,20181129
1922,600062,华润双鹤,hrsh,600062.SH,北京,化学制药,19970522
1923,000999,华润三九,hrsj,000999.SZ,深圳,中成药,20000309
1924,000892,欢瑞世纪,hrsj,000892.SZ,重庆,影视音像,19990115
1925,688396,华润微,hrw,688396.SH,江苏,半导体,20200227
1926,600276,恒瑞医药,hryy,600276.SH,江苏,化学制药,20001018
1927,300026,红日药业,hryy,300026.SZ,天津,中成药,20091030
1928,300110,华仁药业,hryy,300110.SZ,山东,化学制药,20100825
1929,sh.000300,沪深300,hs300,,,,
1930,399300,沪深300,hs300,,,,
1931,BK0500,HS300_,hs300_,,,,
1932,002980,华盛昌,hsc,002980.SZ,深圳,电器仪表,20200415
1933,000156,华数传媒,hscm,000156.SZ,浙江,影视音像,20000906
1934,600305,恒顺醋业,hscy,600305.SH,江苏,食品,20010206
1935,BK1081,核酸采样亭,hscyt,,,,
1936,300141,和顺电气,hsdq,300141.SZ,江苏,电气设备,20101112
1937,600570,恒生电子,hsdz,600570.SH,浙江,软件服务,20031216
1938,603090,宏盛股份,hsgf,603090.SH,江苏,专用机械,20160831
1939,603958,哈森股份,hsgf,603958.SH,江苏,服饰,20160629
1940,688529,豪森股份,hsgf,688529.SH,辽宁,专用机械,20201109
1941,002824,和胜股份,hsgf,002824.SZ,广东,铝,20170112
1942,688416,恒烁股份,hsgf,688416.SH,安徽,半导体,20220829
1943,600935,华塑股份,hsgf,600935.SH,安徽,化工原料,20211126
1944,300969,恒帅股份,hsgf,300969.SZ,浙江,汽车配件,20210412
1945,002494,华斯股份,hsgf,002494.SZ,河北,服饰,20101102
1946,600156,华升股份,hsgf,600156.SH,湖南,纺织,19980527
1947,603260,合盛硅业,hsgy,603260.SH,浙江,化工原料,20171030
1948,002695,煌上煌,hsh,002695.SZ,江西,食品,20120905
1949,001298,好上好,hsh,001298.SZ,深圳,批发业,20221031
1950,002817,黄山胶囊,hsjn,002817.SZ,安徽,化学制药,20161025
1951,603018,华设集团,hsjt,603018.SH,江苏,建筑工程,20141013
1952,002329,皇氏集团,hsjt,002329.SZ,广西,乳制品,20100106
1953,600774,汉商集团,hsjt,600774.SH,湖北,化学制药,19961108
1954,002653,海思科,hsk,002653.SZ,西藏,化学制药,20120117
1955,000509,华塑控股,hskg,000509.SZ,四川,元器件,19930507
1956,301157,华塑科技,hskj,301157.SZ,浙江,电气设备,20230309
1957,301218,华是科技,hskj,301218.SZ,浙江,软件服务,20220307
1958,300513,恒实科技,hskj,300513.SZ,北京,软件服务,20160530
1959,301237,和顺科技,hskj,301237.SZ,浙江,塑料,20220323
1960,000790,华神科技,hskj,000790.SZ,四川,中成药,19980327
1961,605180,华生科技,hskj,605180.SH,浙江,纺织,20210430
1962,002900,哈三联,hsl,002900.SZ,黑龙江,化学制药,20170922
1963,688353,华盛锂电,hsld,688353.SH,江苏,化工原料,20220713
1964,600054,黄山旅游,hsly,600054.SH,安徽,旅游景点,19970506
1965,605580,恒盛能源,hsny,605580.SH,浙江,供气供热,20210819
1966,300871,回盛生物,hssw,300871.SZ,湖北,农业综合,20200824
1967,603353,和顺石油,hssy,603353.SH,湖南,石油贸易,20200407
1968,600410,华胜天成,hstc,600410.SH,北京,软件服务,20040427
1969,002290,禾盛新材,hsxc,002290.SZ,江苏,家用电器,20090903
1970,300501,海顺新材,hsxc,300501.SZ,上海,广告包装,20160204
1971,301103,何氏眼科,hsyk,301103.SZ,辽宁,医疗保健,20220322
1972,002907,华森制药,hszy,002907.SZ,重庆,中成药,20171020
1973,002412,汉森制药,hszy,002412.SZ,湖南,中成药,20100525
1974,300157,恒泰艾普,htap,300157.SZ,北京,石油开采,20110107
1975,600855,航天长峰,htcf,600855.SH,北京,专用机械,19940425
1976,600501,航天晨光,htcg,600501.SH,江苏,汽车配件,20010615
1977,002389,航天彩虹,htch,002389.SZ,浙江,航空,20100413
1978,600343,航天动力,htdl,600343.SH,陕西,航空,20030408
1979,002025,航天电器,htdq,002025.SZ,贵州,元器件,20040726
1980,000915,华特达因,htdy,000915.SZ,山东,化学制药,19990609
1981,600879,航天电子,htdz,600879.SH,湖北,航空,19951115
1982,000547,航天发展,htfz,000547.SZ,福建,通信设备,19931130
1983,600082,海泰发展,htfz,600082.SH,天津,园区开发,19970620
1984,603162,海通发展,htfz,603162.SH,福建,港口,20230329
1985,603698,航天工程,htgc,603698.SH,北京,专用机械,20150128
1986,600487,亨通光电,htgd,600487.SH,江苏,通信设备,20030822
1987,603759,海天股份,htgf,603759.SH,四川,水务,20210326
1988,688219,会通股份,htgf,688219.SH,安徽,塑料,20201118
1989,002325,洪涛股份,htgf,002325.SZ,深圳,装修装饰,20091222
1990,002840,华统股份,htgf,002840.SZ,浙江,食品,20170110
1991,603223,恒通股份,htgf,603223.SH,山东,仓储物流,20150630
1992,600864,哈投股份,htgf,600864.SH,黑龙江,证券,19940809
1993,000976,华铁股份,htgf,000976.SZ,广东,运输设备,20000601
1994,600308,华泰股份,htgf,600308.SH,山东,造纸,20000928
1995,000056,皇庭国际,htgj,000056.SZ,深圳,房产服务,19960708
1996,BK0963,航天概念,htgn,,,,
1997,002023,海特高新,htgx,002023.SZ,四川,航空,20040721
1998,BK0480,航天航空,hthk,,,,
1999,000677,恒天海龙,hthl,000677.SZ,山东,化纤,19961226
2000,688066,航天宏图,htht,688066.SH,北京,软件服务,20190722
2001,001225,和泰机电,htjd,001225.SZ,浙江,专用机械,20230222
2002,000428,华天酒店,htjd,000428.SZ,湖南,酒店餐饮,19960808
2003,600151,航天机电,htjd,600151.SH,上海,汽车配件,19980605
2004,601882,海天精工,htjg,601882.SH,浙江,机床制造,20161107
2005,603176,汇通集团,htjt,603176.SH,河北,建筑工程,20211231
2006,301022,海泰科,htk,301022.SZ,山东,专用机械,20210702
2007,301026,浩通科技,htkj,301026.SZ,江苏,小金属,20210716
2008,688459,哈铁科技,htkj,688459.SH,黑龙江,运输设备,20221012
2009,002185,华天科技,htkj,002185.SZ,甘肃,半导体,20071120
2010,000901,航天科技,htkj,000901.SZ,黑龙江,汽车配件,19990401
2011,603679,华体科技,htkj,603679.SH,四川,电气设备,20170621
2012,834415,恒拓开源,htky,834415.BJ,,,20200727
2013,600605,汇通能源,htny,600605.SH,上海,房产服务,19920327
2014,688268,华特气体,htqt,688268.SH,广东,化工原料,20191226
2015,000692,惠天热电,htrd,000692.SZ,辽宁,供气供热,19970227
2016,002893,华通热力,htrl,002893.SZ,北京,供气供热,20170915
2017,605169,洪通燃气,htrq,605169.SH,新疆,供气供热,20201030
2018,688787,海天瑞声,htrs,688787.SH,北京,软件服务,20210813
2019,300492,华图山鼎,htsd,300492.SZ,四川,建筑工程,20151223
2020,300683,海特生物,htsw,300683.SZ,湖北,生物制药,20170808
2021,603848,好太太,htt,603848.SH,广东,家居用品,20171201
2022,603288,海天味业,htwy,603288.SH,广东,食品,20140211
2023,300041,回天新材,htxc,300041.SZ,湖北,化工原料,20100108
2024,688677,海泰新光,htxg,688677.SH,山东,医疗保健,20210226
2025,605196,华通线缆,htxl,605196.SH,河北,电气设备,20210511
2026,835985,海泰新能,htxn,835985.BJ,,,20220808
2027,600271,航天信息,htxx,600271.SH,北京,软件服务,20030711
2028,603300,华铁应急,htyj,603300.SH,浙江,多元金融,20150529
2029,688617,惠泰医疗,htyl,688617.SH,深圳,医疗保健,20210107
2030,873339,恒太照明,htzm,873339.BJ,,,20221117
2031,sh.000102,沪投资品,htzp,,,,
2032,600837,海通证券,htzq,600837.SH,上海,证券,19940224
2033,601236,红塔证券,htzq,601236.SH,云南,证券,20190705
2034,601688,华泰证券,htzq,601688.SH,江苏,证券,20100226
2035,603063,禾望电气,hwdq,603063.SH,深圳,电气设备,20170728
2036,600360,华微电子,hwdz,600360.SH,吉林,半导体,20010316
2037,300095,华伍股份,hwgf,300095.SZ,江西,电气设备,20100728
2038,000757,浩物股份,hwgf,000757.SZ,四川,汽车配件,19970627
2039,BK0854,华为概念,hwgn,,,,
2040,688256,寒武纪-U,hwj,688256.SH,北京,元器件,20200720
2041,000793,华闻集团,hwjt,000793.SZ,海南,出版业,19970729
2042,688711,宏微科技,hwkj,688711.SH,江苏,半导体,20210901
2043,605377,华旺科技,hwkj,605377.SH,浙江,造纸,20201228
2044,002888,惠威科技,hwkj,002888.SZ,广东,元器件,20170721
2045,002362,汉王科技,hwkj,002362.SZ,北京,软件服务,20100303
2046,300007,汉威科技,hwkj,300007.SZ,河南,电器仪表,20091030
2047,603496,恒为科技,hwkj,603496.SH,上海,IT设备,20170607
2048,836957,汉维科技,hwkj,836957.BJ,,,20221214
2049,BK1079,户外露营,hwly,,,,
2050,BK1013,华为欧拉,hwol,,,,
2051,BK0984,华为汽车,hwqc,,,,
2052,BK0983,核污染防治,hwrfz,,,,
2053,833427,华维设计,hwsj,833427.BJ,,,20210205
2054,BK0995,华为昇腾,hwst,,,,
2055,000078,海王生物,hwsw,000078.SZ,深圳,医药商业,19981218
2056,832876,慧为智能,hwzn,832876.BJ,,,20221109
2057,002228,合兴包装,hxbz,002228.SZ,福建,广告包装,20080508
2058,300300,海峡创新,hxcx,300300.SZ,福建,软件服务,20120319
2059,300025,华星创业,hxcy,300025.SZ,浙江,通信设备,20091030
2060,300081,恒信东方,hxdf,300081.SZ,北京,文教休闲,20100520
2061,603556,海兴电力,hxdl,603556.SH,浙江,电器仪表,20161110
2062,300657,弘信电子,hxdz,300657.SZ,福建,元器件,20170523
2063,601231,环旭电子,hxdz,601231.SH,上海,元器件,20120220
2064,sh.000103,沪消费品,hxfp,,,,
2065,600367,红星发展,hxfz,600367.SH,贵州,化工原料,20010320
2066,605005,合兴股份,hxgf,605005.SH,浙江,汽车配件,20210119
2067,000936,华西股份,hxgf,000936.SZ,江苏,化纤,19990810
2068,002320,海峡股份,hxgf,002320.SZ,海南,水运,20091216
2069,001209,洪兴股份,hxgf,001209.SZ,广东,服饰,20210723
2070,600851,海欣股份,hxgf,600851.SH,上海,化学制药,19940404
2071,603115,海星股份,hxgf,603115.SH,江苏,铝,20190809
2072,300427,红相股份,hxgf,300427.SZ,福建,电气设备,20150217
2073,603112,华翔股份,hxgf,603112.SH,山西,机械基件,20200917
2074,600621,华鑫股份,hxgf,600621.SH,上海,证券,19921202
2075,600477,杭萧钢构,hxgg,600477.SH,浙江,钢加工,20031110
2076,301265,华新环保,hxhb,301265.SZ,北京,环境保护,20221216
2077,603817,海峡环保,hxhb,603817.SH,福建,环境保护,20170220
2078,002928,华夏航空,hxhk,002928.SZ,贵州,空运,20180302
2079,000921,海信家电,hxjd,000921.SZ,广东,家用电器,19990713
2080,002132,恒星科技,hxkj,002132.SZ,河南,钢加工,20070427
2081,688608,恒玄科技,hxkj,688608.SH,上海,半导体,20201216
2082,300424,航新科技,hxkj,300424.SZ,广东,航空,20150422
2083,837092,汉鑫科技,hxkj,837092.BJ,,,20211115
2084,871857,泓禧科技,hxkj,871857.BJ,,,20220228
2085,603015,弘讯科技,hxkj,603015.SH,浙江,电气设备,20150303
2086,002582,好想你,hxn,002582.SZ,河南,食品,20110520
2087,300072,海新能科,hxnk,300072.SZ,北京,环境保护,20100427
2088,002630,华西能源,hxny,002630.SZ,四川,专用机械,20111111
2089,300894,火星人,hxr,300894.SZ,浙江,家用电器,20201231
2090,sh.000160,上证一带一路主题指数,hxsl,,,,
2091,600801,华新水泥,hxsn,600801.SH,湖北,水泥,19940103
2092,002702,海欣食品,hxsp,002702.SZ,福建,食品,20121011
2093,688363,华熙生物,hxsw,688363.SH,山东,医疗保健,20191106
2094,600060,海信视像,hxsx,600060.SH,山东,家用电器,19970422
2095,831305,海希通讯,hxtx,831305.BJ,,,20211105
2096,300717,华信新材,hxxc,300717.SZ,江苏,塑料,20171106
2097,003011,海象新材,hxxc,003011.SZ,浙江,家居用品,20200930
2098,600340,华夏幸福,hxxf,600340.SH,河北,区域地产,20031230
2099,BK0471,化纤行业,hxxy,,,,
2100,688001,华兴源创,hxyc,688001.SH,江苏,专用机械,20190722
2101,600015,华夏银行,hxyh,600015.SH,北京,银行,20030912
2102,301267,华厦眼科,hxyk,301267.SZ,福建,医疗保健,20221107
2103,BK1019,化学原料,hxyl,,,,
2104,688622,禾信仪器,hxyq,688622.SH,广东,电器仪表,20210913
2105,002099,海翔药业,hxyy,002099.SZ,浙江,化学制药,20061226
2106,BK0538,化学制品,hxzp,,,,
2107,002926,华西证券,hxzq,002926.SZ,四川,证券,20180205
2108,BK0465,化学制药,hxzy,,,,
2109,839946,华阳变速,hybs,839946.BJ,,,20210720
2110,BK1011,环氧丙烷,hybw,,,,
2111,600743,华远地产,hydc,600743.SH,北京,区域地产,19960909
2112,600744,华银电力,hydl,600744.SH,湖南,火力发电,19960905
2113,603267,鸿远电子,hydz,603267.SH,北京,元器件,20190515
2114,002529,海源复材,hyfc,002529.SZ,江西,专用机械,20101224
2115,600968,海油发展,hyfz,600968.SH,北京,石油开采,20190626
2116,600583,海油工程,hygc,600583.SH,天津,石油开采,20020205
2117,002430,杭氧股份,hygf,002430.SZ,浙江,化工机械,20100610
2118,600348,华阳股份,hygf,600348.SH,山西,煤炭开采,20030821
2119,600128,弘业股份,hygf,600128.SH,江苏,商贸代理,19970901
2120,000861,海印股份,hygf,000861.SZ,广东,其他商业,19981028
2121,301270,汉仪股份,hygf,301270.SZ,北京,软件服务,20220831
2122,600664,哈药股份,hygf,600664.SH,黑龙江,化学制药,19930629
2123,300833,浩洋股份,hygf,300833.SZ,广东,专用机械,20200520
2124,002890,弘宇股份,hygf,002890.SZ,山东,农用机械,20170802
2125,002949,华阳国际,hygj,002949.SZ,深圳,建筑工程,20190226
2126,BK0450,航运港口,hygk,,,,
2127,603799,华友钴业,hygy,603799.SH,浙江,小金属,20150129
2128,605009,豪悦护理,hyhl,605009.SH,浙江,造纸,20200911
2129,BK0623,海洋经济,hyjj,,,,
2130,301138,华研精机,hyjj,301138.SZ,广东,专用机械,20211215
2131,300403,汉宇集团,hyjt,300403.SZ,广东,家用电器,20141030
2132,600623,华谊集团,hyjt,600623.SH,上海,化工原料,19921204
2133,002906,华阳集团,hyjt,002906.SZ,广东,汽车配件,20171013
2134,002787,华源控股,hykg,002787.SZ,江苏,广告包装,20151231
2135,688071,华依科技,hykj,688071.SH,上海,专用机械,20210729
2136,000536,华映科技,hykj,000536.SZ,福建,元器件,19931126
2137,688510,航亚科技,hykj,688510.SH,江苏,航空,20201216
2138,688239,航宇科技,hykj,688239.SH,贵州,航空,20210705
2139,300448,浩云科技,hykj,300448.SZ,广东,软件服务,20150424
2140,603106,恒银科技,hykj,603106.SH,天津,IT设备,20170920
2141,601020,华钰矿业,hyky,601020.SH,西藏,铅锌,20160316
2142,603825,华扬联众,hylz,603825.SH,北京,互联网,20170802
2143,600971,恒源煤电,hymd,600971.SH,安徽,煤炭开采,20040817
2144,600387,海越能源,hyny,600387.SH,浙江,石油贸易,20040218
2145,600741,华域汽车,hyqc,600741.SH,上海,汽车配件,19960826
2146,001236,弘业期货,hyqh,001236.SZ,江苏,多元金融,20220805
2147,002971,和远气体,hyqt,002971.SZ,湖北,化工原料,20200113
2148,300271,华宇软件,hyrj,300271.SZ,北京,软件服务,20111026
2149,000703,恒逸石化,hysh,000703.SZ,广西,化纤,19970328
2150,002833,弘亚数控,hysk,002833.SZ,广东,专用机械,20161228
2151,300401,花园生物,hysw,300401.SZ,浙江,化学制药,20141009
2152,688238,和元生物,hysw,688238.SH,上海,医疗保健,20220322
2153,000586,汇源通信,hytx,000586.SZ,四川,通信设备,19951220
2154,300891,惠云钛业,hyty,300891.SZ,广东,化工原料,20200917
2155,002724,海洋王,hyw,002724.SZ,深圳,半导体,20141104
2156,600281,华阳新材,hyxc,600281.SH,山西,小金属,20001109
2157,688680,海优新材,hyxc,688680.SH,上海,塑料,20210122
2158,300027,华谊兄弟,hyxd,300027.SZ,浙江,影视音像,20091030
2159,300886,华业香料,hyxl,300886.SZ,安徽,化工原料,20200916
2160,300965,恒宇信通,hyxt,300965.SZ,北京,航空,20210402
2161,300199,翰宇药业,hyyy,300199.SZ,深圳,化学制药,20110407
2162,688131,皓元医药,hyyy,688131.SH,上海,化学制药,20210608
2163,430478,峆一药业,hyyy,430478.BJ,,,20230223
2164,301246,宏源药业,hyyy,301246.SZ,湖北,化学制药,20230320
2165,001266,宏英智能,hyzn,001266.SZ,上海,电器仪表,20220228
2166,003043,华亚智能,hyzn,003043.SZ,江苏,半导体,20210406
2167,688553,汇宇制药-W,hyzy,688553.SH,四川,化学制药,20211026
2168,300371,汇中股份,hzgf,300371.SZ,河北,电器仪表,20140123
2169,300478,杭州高新,hzgx,300478.SZ,浙江,塑料,20150610
2170,sh.000161,上证中国制造2025主题指数,hzgz,,,,
2171,600814,杭州解百,hzjb,600814.SH,浙江,百货,19940114
2172,300503,昊志机电,hzjd,300503.SZ,广东,机床制造,20160309
2173,300755,华致酒行,hzjh,300755.SZ,云南,其他商业,20190129
2174,002158,汉钟精机,hzjj,002158.SZ,上海,工程机械,20070817
2175,300490,华自科技,hzkj,300490.SZ,湖南,电气设备,20151231
2176,300477,合纵科技,hzkj,300477.SZ,北京,电气设备,20150610
2177,688611,杭州柯林,hzkl,688611.SH,浙江,电气设备,20210412
2178,000716,黑芝麻,hzm,000716.SZ,广西,食品,19970418
2179,BK0974,化妆品概念,hzpgn,,,,
2180,605011,杭州热电,hzrd,605011.SH,浙江,供气供热,20210630
2181,688203,海正生材,hzsc,688203.SH,浙江,塑料,20220816
2182,300161,华中数控,hzsk,300161.SZ,湖北,机床制造,20110113
2183,600191,华资实业,hzsy,600191.SH,内蒙,食品,19981210
2184,002383,合众思壮,hzsz,002383.SZ,北京,通信设备,20100402
2185,301078,孩子王,hzw,301078.SZ,江苏,其他商业,20211014
2186,603186,华正新材,hzxc,603186.SH,浙江,元器件,20170103
2187,600926,杭州银行,hzyh,600926.SH,浙江,银行,20161027
2188,300649,杭州园林,hzyl,300649.SZ,浙江,建筑工程,20170505
2189,600267,海正药业,hzyy,600267.SH,浙江,化学制药,20000725
2190,BK1067,杭州亚运会,hzyyh,,,,
2191,399415,I100,i100,,,,
2192,399416,I300,i300,,,,
2193,BK1048,IGBT概念,igbtgn,,,,
2194,BK0697,IPO受益,iposy,,,,
2195,BK0897,IPv6,ipv6,,,,
2196,399239,IT指数,itzs,,,,
2197,002917,金奥博,jab,002917.SZ,深圳,化工原料,20171208
2198,688137,近岸蛋白,jadb,688137.SH,江苏,生物制药,20220929
2199,002636,金安国纪,jagj,002636.SZ,上海,元器件,20111125
2200,300845,捷安高科,jagk,300845.SZ,河南,软件服务,20200703
2201,603822,嘉澳环保,jahb,603822.SH,浙江,化工原料,20160428
2202,002459,晶澳科技,jakj,002459.SZ,河北,电气设备,20100810
2203,002432,九安医疗,jayl,002432.SZ,天津,医疗保健,20100610
2204,sh.000965,基本200,jb200,,,,
2205,sh.000966,基本400,jb400,,,,
2206,sh.000967,基本600,jb600,,,,
2207,002533,金杯电工,jbdg,002533.SZ,湖南,电气设备,20101231
2208,688566,吉贝尔,jbe,688566.SH,江苏,化学制药,20200518
2209,002987,京北方,jbf,002987.SZ,北京,软件服务,20200507
2210,000897,津滨发展,jbfz,000897.SZ,天津,区域地产,19990422
2211,688598,金博股份,jbgf,688598.SH,湖南,矿物制品,20200518
2212,BK0561,基本金属,jbjs,,,,
2213,837242,建邦科技,jbkj,837242.BJ,,,20200727
2214,301326,捷邦科技,jbkj,301326.SZ,广东,元器件,20220921
2215,301308,江波龙,jbl,301308.SZ,深圳,IT设备,20220805
2216,399925,中证锐联基本面50指数,jbm50,,,,
2217,sh.000925,基本面50,jbm50,,,,
2218,600609,金杯汽车,jbqc,600609.SH,辽宁,汽车配件,19920724
2219,603444,吉比特,jbt,603444.SH,福建,互联网,20170104
2220,688089,嘉必优,jby,688089.SH,湖北,食品,20191219
2221,301041,金百泽,jbz,301041.SZ,深圳,元器件,20210811
2222,399313,巨潮100,jc100,,,,
2223,399318,巨潮B股指数,jcbz,,,,
2224,688392,骄成超声,jccs,688392.SH,上海,专用机械,20220927
2225,399367,巨潮地产,jcdc,,,,
2226,399314,巨潮大盘,jcdp,,,,
2227,002339,积成电子,jcdz,002339.SZ,山东,电气设备,20100122
2228,300567,精测电子,jcdz,300567.SZ,湖北,电器仪表,20161122
2229,300708,聚灿光电,jcgd,300708.SZ,江苏,半导体,20171016
2230,688123,聚辰股份,jcgf,688123.SH,上海,半导体,20191223
