,symbol,name,abbreviation,ts_code,area,industry,list_date
1,399382,1000材料,1000cl,,,,
2,399630,1000成长,1000cz,,,,
3,399383,1000工业,1000gy,,,,
4,399390,1000公用,1000gy,,,,
5,399387,1000金融,1000jr,,,,
6,399631,1000价值,1000jz,,,,
7,399384,1000可选,1000kx,,,,
8,399381,1000能源,1000ny,,,,
9,399385,1000消费,1000xf,,,,
10,399388,1000信息,1000xx,,,,
11,399386,1000医药,1000yy,,,,
12,399645,100低波,100db,,,,
13,399656,100绩效,100jx,,,,
14,sh.000129,180波动,180bd,,,,
15,sh.000028,180成长,180cz,,,,
16,sh.000136,180低贝,180db,,,,
17,sh.000051,180等权,180dq,,,,
18,sh.000123,180动态,180dt,,,,
19,sh.000093,180分层,180fc,,,,
20,sh.000135,180高贝,180gb,,,,
21,sh.000149,180红利,180hl,,,,
22,sh.000053,180基本,180jb,,,,
23,sh.000025,180基建,180jj,,,,
24,sh.000018,180金融,180jr,,,,
25,sh.000029,180价值,180jz,,,,
26,sh.000030,180R成长,180rcz,,,,
27,sh.000031,180R价值,180rjz,,,,
28,sh.000125,180稳定,180wd,,,,
29,sh.000027,180运输,180ys,,,,
30,sh.000021,180治理,180zl,,,,
31,sh.000026,180资源,180zy,,,,
32,BK0713,2025规划,2025gh,,,,
33,sh.000803,300波动,300bd,,,,
34,399909,沪深300原材料指数,300cl,,,,
35,sh.000909,300材料,300cl,,,,
36,sh.000918,300成长,300cz,,,,
37,399918,沪深300成长指数,300cz,,,,
38,sh.000829,300低贝,300db,,,,
39,sh.000952,300地产,300dc,,,,
40,399952,沪深300地产指数,300dc,,,,
41,sh.000984,300等权,300dq,,,,
42,sh.000843,300动态,300dt,,,,
43,sh.000916,300电信,300dx,,,,
44,399916,沪深300电信业务指数,300dx,,,,
45,sh.000981,300分层,300fc,,,,
46,399981,沪深300行业分层等权重指数,300fc,,,,
47,sh.000849,沪深300非银行金融指数,300fy,,,,
48,sh.000969,300非周,300fz,,,,
49,399969,沪深300非周期行业指数,300fz,,,,
50,sh.000828,300高贝,300gb,,,,
51,399910,沪深300工业指数,300gy,,,,
52,sh.000917,300公用,300gy,,,,
53,399917,沪深300公用事业指数,300gy,,,,
54,sh.000910,300工业,300gy,,,,
55,sh.000821,300红利,300hl,,,,
56,sh.000972,300沪市,300hs,,,,
57,399950,沪深300基建主题指数,300jj,,,,
58,sh.000950,300基建,300jj,,,,
59,sh.000914,300金融,300jr,,,,
60,399914,沪深300金融地产指数,300jr,,,,
61,399657,300绩效,300jx,,,,
62,sh.000919,300价值,300jz,,,,
63,399919,沪深300价值指数,300jz,,,,
64,399911,沪深300可选消费指数,300kx,,,,
65,sh.000911,300可选,300kx,,,,
66,sh.000908,300能源,300ny,,,,
67,399908,沪深300能源指数,300ny,,,,
68,sh.000920,300R成长,300rcz,,,,
69,399920,沪深300相对成长指数,300rcz,,,,
70,sh.000921,300R价值,300rjz,,,,
71,399972,300深市,300ss,,,,
72,sh.000844,300稳定,300wd,,,,
73,399912,沪深300主要消费指数,300xf,,,,
74,sh.000912,300消费,300xf,,,,
75,sh.000915,300信息,300xx,,,,
76,399915,沪深300信息技术指数,300xx,,,,
77,399951,沪深300银行指数,300yh,,,,
78,sh.000951,300银行,300yh,,,,
79,sh.000850,沪深300有色金属指数,300ys,,,,
80,sh.000957,300运输,300ys,,,,
81,399957,沪深300运输指数,300ys,,,,
82,399913,沪深300医药卫生指数,300yy,,,,
83,sh.000913,300医药,300yy,,,,
84,399968,沪深300周期行业指数,300zq,,,,
85,sh.000968,300周期,300zq,,,,
86,sh.000130,380波动,380bd,,,,
87,sh.000105,380材料,380cl,,,,
88,sh.000117,380成长,380cz,,,,
89,sh.000138,380低贝,380db,,,,
90,sh.000115,380等权,380dq,,,,
91,sh.000141,380动态,380dt,,,,
92,sh.000112,380电信,380dx,,,,
93,sh.000137,380高贝,380gb,,,,
94,sh.000106,380工业,380gy,,,,
95,sh.000113,380公用,380gy,,,,
96,sh.000150,380红利,380hl,,,,
97,sh.000128,380基本,380jb,,,,
98,sh.000110,380金融,380jr,,,,
99,sh.000118,380价值,380jz,,,,
100,sh.000107,380可选,380kx,,,,
101,sh.000104,380能源,380ny,,,,
102,sh.000119,380R成长,380rcz,,,,
103,sh.000120,380R价值,380rjz,,,,
104,sh.000142,380稳定,380wd,,,,
105,sh.000108,380消费,380xf,,,,
106,sh.000111,380信息,380xx,,,,
107,sh.000109,380医药,380yy,,,,
108,BK0881,3D玻璃,3dbl,,,,
109,BK0619,3D打印,3ddy,,,,
110,BK0901,3D摄像头,3dsxt,,,,
111,sh.000804,500波动,500bd,,,,
112,sh.000831,500低贝,500db,,,,
113,sh.000982,500等权,500dq,,,,
114,399982,中证500等权重指数,500dq,,,,
115,sh.000830,500高贝,500gb,,,,
116,sh.000856,500工业,500gy,,,,
117,sh.000822,500红利,500hl,,,,
118,sh.000802,500沪市,500hs,,,,
119,399802,500深市,500ss,,,,
120,sh.000858,500信息,500xx,,,,
121,sh.000854,500原料,500yl,,,,
122,sh.000857,500医药,500yy,,,,
123,sh.000050,50等权,50dq,,,,
124,sh.000052,50基本,50jb,,,,
125,BK0714,5G概念,5ggn,,,,
126,sh.000101,5年信用,5nxy,,,,
127,BK0964,6G概念,6ggn,,,,
128,399628,700成长,700cz,,,,
129,399629,700价值,700jz,,,,
130,399965,800地产,800dc,,,,
131,sh.000842,800等权,800dq,,,,
132,399966,800非银,800fy,,,,
133,sh.000974,中证800金融指数,800jr,,,,
134,sh.000823,中证800有色金属指数,800ys,,,,
135,sh.000841,800医药,800yy,,,,
136,603580,艾艾精工,aajg,603580.SH,上海,塑料,20170525
137,BK0498,AB股,abg,,,,
138,301259,艾布鲁,abl,301259.SZ,湖南,环境保护,20220426
139,688393,安必平,abp,688393.SH,广东,医疗保健,20200820
140,300389,艾比森,abs,300389.SZ,深圳,半导体,20140801
141,688168,安博通,abt,688168.SH,北京,软件服务,20190906
142,688050,爱博医疗,abyl,688050.SH,北京,医疗保健,20200729
143,688322,奥比中光-UW,abzg,688322.SH,深圳,元器件,20220707
144,600207,安彩高科,acgk,600207.SH,河南,电气设备,19990714
145,300572,安车检测,acjc,300572.SZ,深圳,电器仪表,20161206
146,603638,艾迪精密,adjm,603638.SH,山东,专用机械,20170120
147,830809,安达科技,adkj,830809.BJ,,,20230323
148,605198,安德利,adl,605198.SH,山东,软饮料,20200918
149,000553,安道麦A,adma,000553.SZ,湖北,农药化肥,19931203
150,600299,安迪苏,ads,600299.SH,北京,饲料,20000420
151,300685,艾德生物,adsw,300685.SZ,福建,医疗保健,20170802
152,832491,奥迪威,adw,832491.BJ,,,20220614
153,300719,安达维尔,adwe,300719.SZ,北京,航空,20171109
154,688488,艾迪药业,adyy,688488.SH,江苏,生物制药,20200720
155,688125,安达智能,adzn,688125.SH,广东,专用机械,20220415
156,300825,阿尔特,aet,300825.SZ,北京,汽车服务,20200327
157,300015,爱尔眼科,aeyk,300015.SZ,湖南,医疗保健,20091030
158,399693,安防产业,afcy,,,,
159,688021,奥福环保,afhb,688021.SH,山东,环境保护,20191106
160,603031,安孚科技,afkj,603031.SH,安徽,超市连锁,20160822
161,300738,奥飞数据,afsj,300738.SZ,广东,电信运营,20180119
162,688165,埃夫特-U,aft,688165.SH,安徽,专用机械,20200715
163,002292,奥飞娱乐,afyl,002292.SZ,广东,影视音像,20090910
164,000898,鞍钢股份,aggf,000898.SZ,辽宁,普钢,19971225
165,sh.000002,A股指数,agzs,,,,
166,sh.000805,A股资源,agzy,,,,
167,BK0149,安徽板块,ahbk,,,,
168,605058,澳弘电子,ahdz,605058.SH,江苏,元器件,20201021
169,832000,安徽凤凰,ahfh,832000.BJ,,,20201223
170,BK0499,AH股,ahg,,,,
171,600761,安徽合力,ahhl,600761.SH,安徽,工程机械,19961009
172,600502,安徽建工,ahjg,600502.SH,安徽,建筑工程,20030415
173,603989,艾华集团,ahjt,603989.SH,湖南,元器件,20150515
174,002993,奥海科技,ahkj,002993.SZ,广东,元器件,20200817
175,688212,澳华内镜,ahnj,688212.SH,上海,医疗保健,20211115
176,688023,安恒信息,ahxx,688023.SH,浙江,软件服务,20191105
177,399284,AI 50,ai 50,,,,
178,BK1111,AIGC概念,aigcgn,,,,
179,BK1127,AI芯片,aixp,,,,
180,300155,安居宝,ajb,300155.SZ,广东,IT设备,20110107
181,002614,奥佳华,ajh,002614.SZ,福建,家用电器,20110909
182,600643,爱建集团,ajjt,600643.SH,上海,多元金融,19930426
183,688019,安集科技,ajkj,688019.SH,上海,半导体,20190722
184,688220,翱捷科技-U,ajkj,688220.SH,上海,半导体,20220114
185,002635,安洁科技,ajkj,002635.SZ,江苏,元器件,20111125
186,603345,安井食品,ajsp,603345.SH,福建,食品,20170222
187,603696,安记食品,ajsp,603696.SH,福建,食品,20151209
188,688613,奥精医疗,ajyl,688613.SH,北京,医疗保健,20210521
189,300866,安克创新,akcx,300866.SZ,湖南,元器件,20200824
190,600933,爱柯迪,akd,600933.SH,浙江,汽车配件,20171117
191,300082,奥克股份,akgf,300082.SZ,辽宁,化工原料,20100520
192,300889,爱克股份,akgf,300889.SZ,深圳,电气设备,20200916
193,603001,奥康国际,akgj,603001.SH,浙江,服饰,20120426
194,000868,安凯客车,akkc,000868.SZ,安徽,汽车整车,19970725
195,002610,爱康科技,akkj,002610.SZ,江苏,电气设备,20110815
196,688092,爱科科技,akkj,688092.SH,浙江,专用机械,20210319
197,603722,阿科力,akl,603722.SH,江苏,化工原料,20171025
198,300816,艾可蓝,akl,300816.SZ,安徽,环境保护,20200210
199,600336,澳柯玛,akm,600336.SH,山东,家用电器,20001229
200,300286,安科瑞,akr,300286.SZ,上海,电器仪表,20120113
201,300009,安科生物,aksw,300009.SZ,安徽,生物制药,20091030
202,300617,安靠智电,akzd,300617.SZ,江苏,电气设备,20170228
203,688378,奥来德,ald,688378.SH,吉林,专用机械,20200903
204,301419,阿莱德,ald,301419.SZ,上海,元器件,20230209
205,300696,爱乐达,ald,300696.SZ,四川,航空,20170822
206,688179,阿拉丁,ald,688179.SH,上海,化学制药,20201026
207,300585,奥联电子,aldz,300585.SZ,江苏,汽车配件,20161229
208,300218,安利股份,algf,300218.SZ,安徽,塑料,20110518
209,BK0689,阿里概念,algn,,,,
210,603221,爱丽家居,aljj,603221.SH,江苏,家居用品,20200323
211,600661,昂立教育,aljy,600661.SH,上海,文教休闲,19930614
212,002940,昂利康,alk,002940.SZ,浙江,化学制药,20181023
213,688107,安路科技-U,alkj,688107.SH,上海,半导体,20211112
214,688329,艾隆科技,alkj,688329.SH,江苏,医疗保健,20210329
215,301042,安联锐视,alrs,301042.SZ,广东,IT设备,20210805
216,688578,艾力斯-U,als,688578.SH,上海,化学制药,20201202
217,002668,奥马电器,amdq,002668.SZ,广东,家用电器,20120416
218,603511,爱慕股份,amgf,603511.SH,北京,服饰,20210531
219,300896,爱美客,amk,300896.SZ,北京,医疗保健,20200928
220,603529,爱玛科技,amkj,603529.SH,天津,摩托车,20210615
221,002950,奥美医疗,amyl,002950.SZ,湖北,医疗保健,20190311
222,002136,安纳达,and,002136.SZ,安徽,化工原料,20070530
223,301189,奥尼电子,andz,301189.SZ,深圳,通信设备,20211228
224,002875,安奈儿,ane,002875.SZ,深圳,服饰,20170601
225,002235,安妮股份,angf,002235.SZ,福建,造纸,20080516
226,002978,安宁股份,angf,002978.SZ,四川,小金属,20200417
227,834770,艾能聚,anj,834770.BJ,,,20230228
228,300067,安诺其,anq,300067.SZ,上海,染料涂料,20100421
229,603363,傲农生物,answ,603363.SH,福建,饲料,20170926
230,002338,奥普光电,apgd,002338.SZ,吉林,电器仪表,20100115
231,603020,爱普股份,apgf,603020.SH,上海,食品,20150325
232,603551,奥普家居,apjj,603551.SH,浙江,家居用品,20200115
233,688293,奥浦迈,apm,688293.SH,上海,生物制药,20220902
234,688686,奥普特,apt,688686.SH,广东,电器仪表,20201231
235,300753,爱朋医疗,apyl,300753.SZ,江苏,医疗保健,20181213
236,600298,安琪酵母,aqjm,600298.SH,湖北,食品,20000818
237,002701,奥瑞金,arj,002701.SZ,北京,广告包装,20121011
238,830799,艾融软件,arrj,830799.BJ,,,20200727
239,605116,奥锐特,art,605116.SH,浙江,化学制药,20200921
240,300706,阿石创,asc,300706.SZ,福建,元器件,20170926
241,002416,爱施德,asd,002416.SZ,深圳,电器连锁,20100528
242,002403,爱仕达,asd,002403.SZ,浙江,家用电器,20100511
243,002747,埃斯顿,asd,002747.SZ,江苏,机械基件,20150320
244,002755,奥赛康,ask,002755.SZ,北京,化学制药,20150515
245,300521,爱司凯,ask,300521.SZ,广东,专用机械,20160705
246,002913,奥士康,ask,002913.SZ,湖南,元器件,20171201
247,300380,安硕信息,asxx,300380.SZ,上海,软件服务,20140128
248,002587,奥拓电子,atdz,002587.SZ,深圳,元器件,20110610
249,002239,奥特佳,atj,002239.SZ,江苏,汽车配件,20080522
250,600408,安泰集团,atjt,600408.SH,山西,焦炭加工,20030212
251,600179,安通控股,atkg,600179.SH,黑龙江,仓储物流,19981104
252,000969,安泰科技,atkj,000969.SZ,北京,小金属,20000529
253,603658,安图生物,atsw,603658.SH,河南,医疗保健,20160901
254,688606,奥泰生物,atsw,688606.SH,浙江,医疗保健,20210325
255,688516,奥特维,atw,688516.SH,江苏,专用机械,20200521
256,002227,奥特迅,atx,002227.SZ,深圳,电气设备,20080506
257,688798,艾为电子,awdz,688798.SH,上海,半导体,20210816
258,688067,爱威科技,awkj,688067.SH,湖南,医疗保健,20210616
259,002231,奥维通信,awtx,002231.SZ,辽宁,通信设备,20080512
260,600732,爱旭股份,axgf,600732.SH,上海,电气设备,19960816
261,688075,安旭生物,axsw,688075.SH,浙江,医疗保健,20211118
262,603229,奥翔药业,axyy,603229.SH,浙江,化学制药,20170509
263,300949,奥雅股份,aygf,300949.SZ,深圳,建筑工程,20210226
264,600569,安阳钢铁,aygt,600569.SH,河南,普钢,20010820
265,002172,澳洋健康,ayjk,002172.SZ,江苏,医疗保健,20070921
266,000615,奥园美谷,aymg,000615.SZ,湖北,医疗保健,19961016
267,600397,安源煤业,aymy,600397.SH,江西,煤炭开采,20020702
268,603214,爱婴室,ays,603214.SH,上海,百货,20180330
269,002667,鞍重股份,azgf,002667.SZ,辽宁,工程机械,20120329
270,BK0894,阿兹海默,azhm,,,,
271,603839,安正时尚,azss,603839.SH,浙江,服饰,20170214
272,603360,百傲化学,bahx,603360.SH,辽宁,农药化肥,20170206
273,300262,巴安水务,basw,300262.SZ,上海,水务,20110916
274,688177,百奥泰,bat,688177.SH,广东,生物制药,20200221
275,300836,佰奥智能,bazn,300836.SZ,江苏,专用机械,20200528
276,600386,北巴传媒,bbcm,600386.SH,北京,汽车服务,20010216
277,600550,保变电气,bbdq,600550.SH,河北,电气设备,20010228
278,002251,步步高,bbg,002251.SZ,湖南,超市连锁,20080619
279,301181,标榜股份,bbgf,301181.SZ,江苏,汽车配件,20220221
280,002613,北玻股份,bbgf,002613.SZ,河南,专用机械,20110830
281,300736,百邦科技,bbkj,300736.SZ,北京,通信设备,20180109
282,605338,巴比食品,bbsp,605338.SH,上海,食品,20201012
283,000582,北部湾港,bbwg,000582.SZ,广西,港口,19951102
284,300614,百川畅银,bccy,300614.SZ,河南,环境保护,20210525
285,688188,柏楚电子,bcdz,688188.SH,上海,软件服务,20190808
286,002455,百川股份,bcgf,002455.SZ,江苏,化工原料,20100803
287,300548,博创科技,bckj,300548.SZ,浙江,元器件,20161012
288,300667,必创科技,bckj,300667.SZ,北京,电器仪表,20170619
289,600681,百川能源,bcny,600681.SH,湖北,供气供热,19931018
290,601588,北辰实业,bcsy,601588.SH,北京,区域地产,20061016
291,300533,冰川网络,bcwl,300533.SZ,深圳,互联网,20160818
292,301096,百诚医药,bcyy,301096.SZ,浙江,医疗保健,20211220
293,300964,本川智能,bczn,300964.SZ,江苏,元器件,20210805
294,603858,步长制药,bczy,603858.SH,山东,中成药,20161118
295,BK0629,北斗导航,bddh,,,,
296,BK0675,病毒防治,bdfz,,,,
297,600130,波导股份,bdgf,600130.SH,浙江,通信设备,20000706
298,838171,邦德股份,bdgf,838171.BJ,,,20220602
299,300824,北鼎股份,bdgf,300824.SZ,深圳,家用电器,20200619
300,BK0845,百度概念,bdgn,,,,
301,600598,北大荒,bdh,600598.SH,黑龙江,种植业,20020329
302,603331,百达精工,bdjg,603331.SH,浙江,专用机械,20170705
303,600865,百大集团,bdjt,600865.SH,浙江,百货,19940809
304,002552,宝鼎科技,bdkj,002552.SZ,浙江,机械基件,20110225
305,605298,必得科技,bdkj,605298.SH,江苏,运输设备,20210301
306,601121,宝地矿业,bdky,601121.SH,新疆,普钢,20230310
307,BK1036,半导体,bdt,,,,
308,BK0917,半导体概念,bdtgn,,,,
309,002151,北斗星通,bdxt,002151.SZ,北京,通信设备,20070813
310,BK0976,被动元件,bdyj,,,,
311,000788,北大医药,bdyy,000788.SZ,重庆,化学制药,19970616
312,688073,毕得医药,bdyy,688073.SH,上海,化学制药,20221011
313,300558,贝达药业,bdyy,300558.SZ,浙江,化学制药,20161107
314,001366,播恩集团,bejt,001366.SZ,江西,饲料,20230307
315,sh.000851,中证百度百发策略100指数,bf100,,,,
316,600435,北方导航,bfdh,600435.SH,北京,专用机械,20030704
317,001255,博菲电气,bfdq,001255.SZ,浙江,化工原料,20220930
318,603489,八方股份,bfgf,603489.SH,江苏,电气设备,20191111
319,600262,北方股份,bfgf,600262.SH,内蒙,专用机械,20000630
320,000065,北方国际,bfgj,000065.SZ,北京,建筑工程,19980605
321,002371,北方华创,bfhc,002371.SZ,北京,半导体,20100316
322,600989,宝丰能源,bfny,600989.SH,宁夏,化工原料,20190516
323,000737,北方铜业,bfty,000737.SZ,山西,铜,19970428
324,600111,北方稀土,bfxt,600111.SH,内蒙,小金属,19970924
325,BK0636,B股,bg,,,,
326,000761,本钢板材,bgbc,000761.SZ,辽宁,普钢,19980115
327,601968,宝钢包装,bgbz,601968.SH,上海,广告包装,20150611
328,600010,包钢股份,bggf,600010.SH,内蒙,普钢,20010309
329,600019,宝钢股份,bggf,600019.SH,上海,普钢,20001212
330,600379,宝光股份,bggf,600379.SH,陕西,电气设备,20020116
331,sh.000003,B股指数,bgzs,,,,
332,300318,博晖创新,bhcx,300318.SZ,北京,医疗保健,20120523
333,603102,百合股份,bhgf,603102.SH,山东,医疗保健,20220125
334,000605,渤海股份,bhgf,000605.SZ,北京,供气供热,19960913
335,601678,滨化股份,bhgf,601678.SH,山东,化工原料,20100223
336,300839,博汇股份,bhgf,300839.SZ,浙江,石油加工,20200630
337,002246,北化股份,bhgf,002246.SZ,四川,化工原料,20080605
338,603823,百合花,bhh,603823.SH,浙江,染料涂料,20161220
339,600800,渤海化学,bhhx,600800.SH,天津,化工原料,19931206
340,688004,博汇科技,bhkj,688004.SH,北京,软件服务,20200612
341,603167,渤海轮渡,bhld,603167.SH,山东,水运,20120906
342,000695,滨海能源,bhny,000695.SZ,天津,广告包装,19970218
343,600960,渤海汽车,bhqc,600960.SH,山东,汽车配件,20040407
344,BK0566,滨海新区,bhxq,,,,
345,600721,百花医药,bhyy,600721.SH,新疆,生物制药,19960626
346,000415,渤海租赁,bhzl,000415.SZ,新疆,多元金融,19960716
347,600966,博汇纸业,bhzy,600966.SH,山东,造纸,20040608
348,BK0896,白酒,bj,,,,
349,BK0150,北京板块,bjbk,,,,
350,600861,北京城乡,bjcx,600861.SH,北京,百货,19940520
351,BK0717,北京冬奥,bjda,,,,
352,002634,棒杰股份,bjgf,002634.SZ,浙江,服饰,20111205
353,002975,博杰股份,bjgf,002975.SZ,广东,专用机械,20200205
354,603059,倍加洁,bjj,603059.SH,江苏,日用化工,20180302
355,002244,滨江集团,bjjt,002244.SZ,浙江,区域地产,20080529
356,300223,北京君正,bjjz,300223.SZ,北京,半导体,20110531
357,300926,博俊科技,bjkj,300926.SZ,江苏,汽车配件,20210107
358,603151,邦基科技,bjkj,603151.SH,山东,饲料,20221019
359,835857,百甲科技,bjkj,835857.BJ,,,20230314
360,002350,北京科锐,bjkr,002350.SZ,北京,电气设备,20100203
361,002392,北京利尔,bjle,002392.SZ,北京,其他建材,20100423
362,BK0925,北交所概念,bjsgn,,,,
363,688235,百济神州-U,bjsz,688235.SH,北京,生物制药,20211215
364,300774,倍杰特,bjt,300774.SZ,北京,环境保护,20210804
365,000802,北京文化,bjwh,000802.SZ,北京,影视音像,19980108
366,601169,北京银行,bjyh,601169.SH,北京,银行,20070919
367,300404,博济医药,bjyy,300404.SZ,广东,医疗保健,20150424
368,688160,步科股份,bkgf,688160.SH,上海,电器仪表,20201112
369,600980,北矿科技,bkkj,600980.SH,北京,矿物制品,20040512
370,002828,贝肯能源,bkny,002828.SZ,新疆,石油开采,20161208
371,688276,百克生物,bksw,688276.SH,吉林,生物制药,20210625
372,300811,铂科新材,bkxc,300811.SZ,深圳,矿物制品,20191230
373,002286,保龄宝,blb,002286.SZ,山东,食品,20090828
374,BK0546,玻璃玻纤,blbx,,,,
375,605016,百龙创园,blcy,605016.SH,山东,食品,20210421
376,300905,宝丽迪,bld,300905.SZ,江苏,染料涂料,20201105
377,688058,宝兰德,bld,688058.SH,北京,软件服务,20191101
378,601339,百隆东方,bldf,601339.SH,浙江,纺织,20120612
379,600468,百利电气,bldq,600468.SH,天津,电气设备,20010615
380,600048,保利发展,blfz,600048.SH,广东,全国地产,20060731
381,600827,百联股份,blgf,600827.SH,上海,超市连锁,19940204
382,300135,宝利国际,blgj,300135.SZ,江苏,化工原料,20101026
383,000811,冰轮环境,blhj,000811.SZ,山东,工程机械,19980528
384,301037,保立佳,blj,301037.SZ,上海,染料涂料,20210730
385,832802,保丽洁,blj,832802.BJ,,,20230206
386,603197,保隆科技,blkj,603197.SH,上海,汽车配件,20170519
387,603959,百利科技,blkj,603959.SH,湖南,建筑工程,20160517
388,301065,本立科技,blkj,301065.SZ,浙江,化工原料,20210914
389,002037,保利联合,bllh,002037.SZ,贵州,化工原料,20040908
390,603170,宝立食品,blsp,603170.SH,上海,食品,20220715
391,688333,铂力特,blt,688333.SH,陕西,机械基件,20190722
392,300246,宝莱特,blt,300246.SZ,广东,医疗保健,20110719
393,688506,百利天恒-U,blth,688506.SH,四川,化学制药,20230106
394,688345,博力威,blw,688345.SH,广东,电气设备,20210611
395,300116,保力新,blx,300116.SZ,陕西,电气设备,20100902
396,836807,奔朗新材,blxc,836807.BJ,,,20221220
397,603605,珀莱雅,bly,603605.SH,浙江,日用化工,20171115
398,300016,北陆药业,blyy,300016.SZ,北京,化学制药,20091030
399,301195,北路智控,blzk,301195.SZ,江苏,软件服务,20220801
400,603936,博敏电子,bmdz,603936.SH,广东,元器件,20151209
401,002476,宝莫股份,bmgf,002476.SZ,山东,化工原料,20100915
402,002985,北摩高科,bmgk,002985.SZ,北京,航空,20200429
403,603727,博迈科,bmk,603727.SH,天津,石油开采,20161122
404,002992,宝明科技,bmkj,002992.SZ,深圳,元器件,20200803
405,300291,百纳千成,bnqc,300291.SZ,北京,影视音像,20120209
406,001330,博纳影业,bnyy,001330.SZ,新疆,影视音像,20220818
407,301080,百普赛斯,bpss,301080.SZ,北京,生物制药,20211018
408,600733,北汽蓝谷,bqlg,600733.SH,北京,汽车整车,19960816
409,688793,倍轻松,bqs,688793.SH,深圳,家用电器,20210715
410,605376,博迁新材,bqxc,605376.SH,江苏,小金属,20201208
411,600880,博瑞传播,brcb,600880.SH,四川,广告包装,19951115
412,002568,百润股份,brgf,002568.SZ,上海,红黄酒,20110325
413,000710,贝瑞基因,brjy,000710.SZ,四川,医疗保健,19970422
414,688229,博睿数据,brsj,688229.SH,北京,软件服务,20200817
415,688198,佰仁医疗,bryl,688198.SH,北京,医疗保健,20191209
416,688166,博瑞医药,bryy,688166.SH,江苏,化学制药,20191108
417,300822,贝仕达克,bsdk,300822.SZ,深圳,元器件,20200313
418,600973,宝胜股份,bsgf,600973.SH,江苏,电气设备,20040802
419,002282,博深股份,bsgf,002282.SZ,河北,机械基件,20090821
420,300402,宝色股份,bsgf,300402.SZ,江苏,专用机械,20141010
421,300441,鲍斯股份,bsgf,300441.SZ,浙江,机床制造,20150423
422,002698,博实股份,bsgf,002698.SZ,黑龙江,化工机械,20120911
423,300422,博世科,bsk,300422.SZ,广西,环境保护,20150217
424,300951,博硕科技,bskj,300951.SZ,深圳,元器件,20210226
425,600794,保税科技,bskj,600794.SH,江苏,仓储物流,19970306
426,000530,冰山冷热,bslr,000530.SZ,辽宁,机械基件,19931208
427,300796,贝斯美,bsm,300796.SZ,浙江,农药化肥,20191115
428,300525,博思软件,bsrj,300525.SZ,福建,软件服务,20160726
429,300580,贝斯特,bst,300580.SZ,江苏,汽车配件,20170111
430,300070,碧水源,bsy,300070.SZ,北京,环境保护,20100421
431,300622,博士眼镜,bsyj,300622.SZ,深圳,其他商业,20170315
432,301083,百胜智能,bszn,301083.SZ,江西,专用机械,20211021
433,600455,博通股份,btgf,600455.SH,陕西,文教休闲,20040329
434,600456,宝钛股份,btgf,600456.SH,陕西,小金属,20020412
435,002170,芭田股份,btgf,002170.SZ,深圳,农药化肥,20070919
436,300363,博腾股份,btgf,300363.SZ,重庆,化学制药,20140129
437,603068,博通集成,btjc,603068.SH,上海,半导体,20190415
438,603009,北特科技,btkj,603009.SH,上海,汽车配件,20140718
439,300031,宝通科技,btkj,300031.SZ,江苏,互联网,20091225
440,603596,伯特利,btl,603596.SH,安徽,汽车配件,20180427
441,601011,宝泰隆,btl,601011.SH,黑龙江,焦炭加工,20110309
442,300957,贝泰妮,btn,300957.SZ,云南,日用化工,20210325
443,835185,贝特瑞,btr,835185.BJ,,,20200727
444,688767,博拓生物,btsw,688767.SH,浙江,医疗保健,20210908
445,000595,宝塔实业,btsy,000595.SZ,宁夏,机械基件,19960419
446,688525,佰维存储,bwcc,688525.SH,深圳,IT设备,20221230
447,601137,博威合金,bwhj,601137.SH,浙江,小金属,20110127
448,002148,北纬科技,bwkj,002148.SZ,北京,互联网,20070810
449,600883,博闻科技,bwkj,600883.SH,云南,种植业,19951208
450,BK0474,保险,bx,,,,
451,600083,博信股份,bxgf,600083.SH,江苏,综合类,19970606
452,000786,北新建材,bxjc,000786.SZ,北京,其他建材,19970606
453,002514,宝馨科技,bxkj,002514.SZ,江苏,机械基件,20101203
454,833075,柏星龙,bxl,833075.BJ,,,20221214
455,002307,北新路桥,bxlq,002307.SZ,新疆,建筑工程,20091111
456,002154,报喜鸟,bxn,002154.SZ,浙江,服饰,20070816
457,000690,宝新能源,bxny,000690.SZ,广东,火力发电,19970128
458,600845,宝信软件,bxrj,600845.SH,上海,软件服务,19940311
459,300352,北信源,bxy,300352.SZ,北京,软件服务,20120912
460,399809,中证方正富邦保险主题指数,bxzt,,,,
461,002594,比亚迪,byd,002594.SZ,深圳,汽车整车,20110630
462,603861,白云电器,bydq,603861.SH,广东,电气设备,20160322
463,BK1059,百元股,byg,,,,
464,002047,宝鹰股份,bygf,002047.SZ,深圳,装修装饰,20050531
465,003006,百亚股份,bygf,003006.SZ,重庆,造纸,20200921
466,002696,百洋股份,bygf,002696.SZ,广西,饲料,20120905
467,603215,比依股份,bygf,603215.SH,浙江,家用电器,20220218
468,600581,八一钢铁,bygt,600581.SH,新疆,普钢,20020816
469,600004,白云机场,byjc,600004.SH,广东,机场,20030428
470,300971,博亚精工,byjg,300971.SZ,湖北,机械基件,20210415
471,688132,邦彦技术,byjs,688132.SH,深圳,通信设备,20220923
472,BK0860,边缘计算,byjs,,,,
473,601568,北元集团,byjt,601568.SH,陕西,化工原料,20201020
474,870199,倍益康,byk,870199.BJ,,,20221201
475,836675,秉扬科技,bykj,836675.BJ,,,20201228
476,002649,博彦科技,bykj,002649.SZ,北京,软件服务,20120106
